date,tweet,sentiment
Fri Mar 23 03:42:20 +0000 2018,@NoahRobertson01 glad i never bought into the bitcoin hype,1.0
Fri Mar 23 03:43:09 +0000 2018,#Bitcoin is all of the beautiful poetry you read but failed to understand.,1.0
Fri Mar 23 03:43:16 +0000 2018,@thealexwolfe @LockedOnKnicks You'd better run that ish like a bitcoin mining facility. It's like 0.00000:p000o.O0013 cents per stream... 😭,1.0
Fri Mar 23 03:43:16 +0000 2018,"💯💯💯 great dealEarn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:43:41 +0000 2018,"#bitcoin next 1 hour high low range potential 

Low 8343 
High 8623",1.0
Fri Mar 23 03:44:14 +0000 2018,@crypt0snews Bitcoin can be wiped out if the authorities prove it as a counterfeit like a 3 dollar fake bill....,0.0
Fri Mar 23 03:44:16 +0000 2018,I really just sent 300 to the wrong bitcoin address.. wow.. fml,0.0
Fri Mar 23 03:44:51 +0000 2018,"DO-NOT short Bitcoin, you will get crushed

Sub 0.050 Eth/Btc is possible",0.0
Fri Mar 23 03:44:51 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:45:05 +0000 2018,IMHO bitcoin is the worst!! 🌙,0.0
Fri Mar 23 03:45:15 +0000 2018,"#Moneto is a loan service, through which users can get real money on the security of Bitcoin and almost instantly.",1.0
Fri Mar 23 03:46:58 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:47:11 +0000 2018,"#MONETO will provide an opportunity to take a loan on the security of Bitcoin immediately, comfortably and reliably as possible.",1.0
Fri Mar 23 03:47:13 +0000 2018,Might be risky. But it is time to go long on #xbtusd. Go #bitcoin,0.0
Fri Mar 23 03:47:27 +0000 2018,"""Old man yells at Bitcoin"" is exactly the same pattern as:

""The Church yells at Darwin for claiming that man was not created by god""",1.0
Fri Mar 23 03:47:30 +0000 2018,@Snowden Post more bitcoin FUD please.,1.0
Fri Mar 23 03:47:32 +0000 2018,"What does ""altcoin"" mean? $crypto #bitcoin",0.0
Fri Mar 23 03:47:47 +0000 2018,"old: ""man, i wish i had bought bitcoin back then!""
new: ""man, i wish i had sold bitcoin back then!""",1.0
Fri Mar 23 03:47:54 +0000 2018,"#Moneto will provide an opportunity to take a loan on the security of Bitcoin as quickly, conveniently and safely as possible.",1.0
Fri Mar 23 03:48:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:48:37 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:48:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:49:17 +0000 2018,@QuestForTori A Smart app that lets you mine for bitcoin while you order dominos,1.0
Fri Mar 23 03:49:47 +0000 2018,@Sicarious_ A trading tool for more Bitcoin.,1.0
Fri Mar 23 03:50:02 +0000 2018,A poet without love were a physical and metaphysical impossibility. #JohnKeats #bitcoin,1.0
Fri Mar 23 03:50:13 +0000 2018,"@ninthcompanion This is literally my thoughts exactly

but nah its a way to mine bitcoin",1.0
Fri Mar 23 03:50:15 +0000 2018,"#MONETO is a loan service, allowing users will be able to receive real money on the security of Bitcoin and almost immediately.",1.0
Fri Mar 23 03:50:20 +0000 2018,@CandyHeartsBand fun fact: u can sell them on the black market in exchange for bitcoin,1.0
Fri Mar 23 03:50:23 +0000 2018,@joenatividad Uh oh. Hope you don’t have to buy a new one. Damn bitcoin miners ruin everything,1.0
Fri Mar 23 03:52:18 +0000 2018,@MaddowBlog @MSNBC right no the city of atlanta computer system has been Hacked and their asking for 51000 in bitcoin,1.0
Fri Mar 23 03:52:24 +0000 2018,crazy thought: that guy who bought bitcoin at $0.08 and sold it at $0.30 made more money than anyone who bought in December,0.0
Fri Mar 23 03:52:40 +0000 2018,@witsureisquick No bitcoin in existence can amount to the worth my followers are.,1.0
Fri Mar 23 03:52:55 +0000 2018,"@shillycrypto Present: ""I wish I had sold Bitcoin right now!""",1.0
Fri Mar 23 03:53:16 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:53:32 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:53:52 +0000 2018,"@MarkYusko Good, bad, indifferent, you’re the only serious investor I know as bullish on bitcoin",0.0
Fri Mar 23 03:54:01 +0000 2018,@NotJustin11 Honestly have no clue how to get bitcoin 😂,1.0
Fri Mar 23 03:54:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:54:27 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:54:37 +0000 2018,@CRInvestor @ErikSTownsend You know what he thinks about bitcoin right?,1.0
Fri Mar 23 03:54:37 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:54:42 +0000 2018,New #bitcoin block 000000000000000000110c6088b447cd0e9eca66d321b19218027aa5a2fba391 mined at height 514759.,1.0
Fri Mar 23 03:54:46 +0000 2018,New #bitcoin block 00000000000000000021c74f60ebbe8111e38b6a6d14b91d918ec68a9cab17f1 mined at height 514760.,1.0
Fri Mar 23 03:54:48 +0000 2018,New #bitcoin block 000000000000000000414d2134cf429c8a8ee667dbe1ff76a32ea809068114aa mined at height 514761.,1.0
Fri Mar 23 03:55:00 +0000 2018,"@WeTrustPlatform @el33th4xor Thanks! We are indeed the first #bitcoin nonprofit, est. 2013 🙌🏾",1.0
Fri Mar 23 03:56:21 +0000 2018,#Ilovebitcoin because there are no legal issues with using #bitcoin everywhere,0.0
Fri Mar 23 03:57:18 +0000 2018,"semangat mengumpulkan bitcoin, Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:57:51 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:58:08 +0000 2018,I feel like most of the stock drops are because of amerixan owned bitcoin owners though,1.0
Fri Mar 23 03:59:09 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:59:14 +0000 2018,We need a bounce here or these next few weeks are gonna be ugly... $BTCUSD #bitcoin,0.0
Fri Mar 23 03:59:57 +0000 2018,Which will launch first? $crypto #bitcoin,1.0
Fri Mar 23 04:00:00 +0000 2018,"Bad news: Bitcoin on the decline.
Current Rate: 8413.21 USD = 1 BTC",0.0
Fri Mar 23 04:00:02 +0000 2018,"BTC-NXT AskRate: 0.00001621 #Bittrex  #NXT $NXT #NXT #altcoin #crypto #bitcoin
 ♥ FOLLOW for PROFIT",1.0
Fri Mar 23 04:00:02 +0000 2018,"Average Bitcoin market price is: USD 8,413.21, EUR 6,824.42",0.0
Fri Mar 23 04:00:07 +0000 2018,Google will Create its Own Blockchain in the Future: Report #crypto #bitcoin #trading,1.0
Fri Mar 23 04:00:14 +0000 2018,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$27.5M; Support til $8200:$36.7M $BTC $BTCUSD #bitcoin #orderbook #markets #trading,1.0
Fri Mar 23 04:00:28 +0000 2018,#XEM Price is 0.00003316 (+0.00000015) #BTC / 0.278311 (+0.00234) #USD. Market rank is 13. #nem #bitcoin #blockchain,0.0
Fri Mar 23 04:00:30 +0000 2018,#DASH Price is 0.048257 (+0.00011980) #BTC / 404.992 (+2.56100) #USD. Market rank is 11. #dash #bitcoin #blockchain,0.0
Fri Mar 23 04:00:31 +0000 2018,#SUB Price is 0.00004594 (-0.00000023) #BTC / 0.385555 (-0.00044) #USD. Market rank is 117. #substratum #bitcoin #blockchain,0.0
Fri Mar 23 04:00:32 +0000 2018,#EOS Price is 0.00078344 (+0.00000327) #BTC / 6.57491 (+0.05265) #USD. Market rank is 6. #eos #bitcoin #blockchain,0.0
Fri Mar 23 04:00:33 +0000 2018,#ADA Price is 0.00002250 (-0.00000008) #BTC / 0.18882 (+0.00003) #USD. Market rank is 6. #cardano #bitcoin #blockchain,0.0
Fri Mar 23 04:00:40 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:01:21 +0000 2018,"@PapixSatoshi @nanocurrency If Bitcoin we're to crash and burn right now, every crypto would become worthless. Be careful what you wish for",0.0
Fri Mar 23 04:01:43 +0000 2018,#Binance Lists WanCoin ( $WAN ) #bitcoin #Bittrex #ethereum,0.0
Fri Mar 23 04:02:45 +0000 2018,The current price of a #bitcoin is $8418.82. Have a nice day!,1.0
Fri Mar 23 04:02:51 +0000 2018,"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!",1.0
Fri Mar 23 04:04:20 +0000 2018,Current price of Bitcoin is $8418.82 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 04:04:29 +0000 2018,BTC $8444.11 Down -$0.76 -0.01% in the last hour #bitcoin #bitsmart,0.0
Fri Mar 23 04:05:02 +0000 2018,"Sometimes you have to fight your friends harder than you do your enemies🔥

#bitcoin",0.0
Fri Mar 23 04:05:10 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:05:57 +0000 2018,Bitcoin and all is cool but have you invested in a person that turned out totally worthless.,0.0
Fri Mar 23 04:06:43 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:07:36 +0000 2018,@smsportsguy @JoeFloccari @KariVanHorn Bitcoin is worth 10x what it was just a few years ago. I wouldn't call that tanking.,1.0
Fri Mar 23 04:07:58 +0000 2018,@drumchode @hashflare and if u bought 10k worth of bitcoin in december ud lose money too,1.0
Fri Mar 23 04:08:04 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:10:00 +0000 2018,Eu is probably the safest place for bitcoin farmers/owners due to the protection they have from the laws in eu,0.0
Fri Mar 23 04:10:05 +0000 2018,"Bitcoin Provides Freedom, Says New PBoC Chief as China Opens Doors to $27 Trillion Payments Market #blockchain #hodl #trading",1.0
Fri Mar 23 04:10:13 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:10:16 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:10:38 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:11:09 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:11:18 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:11:19 +0000 2018,[05:11] #utrecht #Follow us for more #free #Bitcoin #information.,1.0
Fri Mar 23 04:11:49 +0000 2018,This is the perfect time to go long $BCD large. Go #bitcoin,1.0
Fri Mar 23 04:12:34 +0000 2018,follow @MyBit_DApp. The next bitcoin.@marcelluswiley. Love your radio show since 2013 big homie.,1.0
Fri Mar 23 04:13:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:13:52 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:16:29 +0000 2018,@mamawhale you can always pay in PBR. fuck Bitcoin,0.0
Fri Mar 23 04:17:33 +0000 2018,#moneto This is a great project a specialized platform to provide loans in a fiatmoney on the security of Bitcoin. #crypto #blockchain #eth,1.0
Fri Mar 23 04:18:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:18:42 +0000 2018,Bitcoin is ugly.,0.0
Fri Mar 23 04:19:11 +0000 2018,"FINANCIAL INDICATORS:

$ trading at R11.8465

£ trading at R16.7185

€ trading at R14.6108

A Bitcoin costs R103420.00

Brent Crude $68.91",0.0
Fri Mar 23 04:20:11 +0000 2018,@dahirdidit Pretty sure the arc already takes bitcoin :/,1.0
Fri Mar 23 04:20:23 +0000 2018,@LukeDashjr @CobraBitcoin BTG is basically exactly what you’re proposing. A fork from bitcoin to change the mining algorithm,1.0
Fri Mar 23 04:20:25 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:22:10 +0000 2018,my future wife jus gave a dude a dry hand job at the thought of bitcoin plummeting meanwhile I'm out this bitch...,0.0
Fri Mar 23 04:23:00 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:24:20 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:24:29 +0000 2018,Okay bitcoin broker. You a tough guy.,1.0
Fri Mar 23 04:25:13 +0000 2018,Sha256 was rated as the most secure crypto algorithms. #Bitcoin uses that. It’s proven to be impenetrable and most secure crypto #cryptocon,1.0
Fri Mar 23 04:27:01 +0000 2018,bitcoin better fucking go up rn lol,1.0
Fri Mar 23 04:28:19 +0000 2018,@SSethSL You gay if you use bitcoin,1.0
Fri Mar 23 04:29:01 +0000 2018,"@derose @DavidFBailey @WayneVaughan @VinnyLingham @gyft Not only that, its very complex building apps on bitcoin...",0.0
Fri Mar 23 04:29:39 +0000 2018,@koinexindia $NANO will shake the world upside down. It is the next BIGGEST thing after Bitcoin.,0.0
Fri Mar 23 04:30:04 +0000 2018,One Bitcoin now worth $8429.98@bitstamp. High $9046.180. Low $8342.000. Market Cap $142.755 Billion #bitcoin,1.0
Fri Mar 23 04:30:26 +0000 2018,#EOS Price is 0.00079152 (+0.00000808) #BTC / 6.68708 (+0.11217) #USD. Market rank is 7. #eos #bitcoin #blockchain,0.0
Fri Mar 23 04:30:29 +0000 2018,#XEM Price is 0.00003324 (+0.00000008) #BTC / 0.280737 (+0.00243) #USD. Market rank is 13. #nem #bitcoin #blockchain,0.0
Fri Mar 23 04:30:30 +0000 2018,#ADA Price is 0.00002279 (+0.00000029) #BTC / 0.192533 (+0.00371) #USD. Market rank is 6. #cardano #bitcoin #blockchain,0.0
Fri Mar 23 04:30:32 +0000 2018,#DASH Price is 0.0481625 (-0.00009450) #BTC / 406.897 (+1.90500) #USD. Market rank is 11. #dash #bitcoin #blockchain,0.0
Fri Mar 23 04:30:33 +0000 2018,#SUB Price is 0.00004623 (+0.00000029) #BTC / 0.390468 (+0.00491) #USD. Market rank is 115. #substratum #bitcoin #blockchain,0.0
Fri Mar 23 04:30:42 +0000 2018,@_adampagano_ U gay if you don’t buy drugs online with bitcoin,1.0
Fri Mar 23 04:32:16 +0000 2018,@aelfblockchain maybe new bitcoin,1.0
Fri Mar 23 04:32:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:32:21 +0000 2018,@CalvinAyre That’s why I own bitcoin cash. These little kids disliking it validates it,1.0
Fri Mar 23 04:32:42 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:32:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:34:41 +0000 2018,First #FF @EichenYogeswari @DailyMail @MileySmilerNews @Bitcoin @NiGHTS_official @SarahRyanHudson @BrandiKHOU @lorde @HannaZellers,1.0
Fri Mar 23 04:34:44 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:35:01 +0000 2018,@Bitcoin Stop the bcash propaganda!,0.0
Fri Mar 23 04:35:39 +0000 2018,@JacaNews Why not have a whole different Crypto segment instead of including just Bitcoin as single cryptocurrency ?,1.0
Fri Mar 23 04:36:25 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:36:26 +0000 2018,The end game is a life in the photo of the city in my twitter header. #cryptolife #Cryptocurrency #FinancialFreedom #Bitcoin,0.0
Fri Mar 23 04:36:29 +0000 2018,@alminibach Are u saying that investing all ur life savings in bitcoin is a bad idea?!?!,0.0
Fri Mar 23 04:38:34 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:38:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:38:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:39:03 +0000 2018,My twitter header is the end game #lifegoals #cryptolife #Cryptocurrency #Bitcoin #FinancialFreedom,0.0
Fri Mar 23 04:39:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:40:31 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:40:57 +0000 2018,@aelfblockchain Blockchain is the tech. Bitcoin is merely the first mainstream manifestation of its potential.” - Marc Kenigsberg,0.0
Fri Mar 23 04:41:28 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:42:22 +0000 2018,#bitcoin is like the better technology in a backup role waiting for the primary to fail🔥,1.0
Fri Mar 23 04:43:44 +0000 2018,New #bitcoin block 0000000000000000003b8101bed05b189c7d6522a0da5e0add0eb5c562e27838 mined at height 514763.,1.0
Fri Mar 23 04:45:07 +0000 2018,"I wonder if the #POTUS has #bitcoin, looks like #tariffs could make #Crypto ... great again🔥",1.0
Fri Mar 23 04:45:30 +0000 2018,@Yorkyor30444439 Bitcoin with the fork-athon of 2017 during the last trimester was a perfect example of this.,1.0
Fri Mar 23 04:46:52 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:47:45 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:49:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:49:29 +0000 2018,.@elonmusk I was there since the early days (6M followers). where is my Bitcoin?,1.0
Fri Mar 23 04:50:02 +0000 2018,"""Why Bitcoin Cash? It works today and it has the best chance to keep working tomorrow."" - @ryanxcharles @YoursOrg @Satoshis_Vision",1.0
Fri Mar 23 04:50:48 +0000 2018,"Bitcoin needs some whale action, or we we’ll be seeing some new lows shortly!",1.0
Fri Mar 23 04:52:43 +0000 2018,"Most underappreciated characterisric of Bitcoin:

1) Anonymous Founder
2) Limited Supply",1.0
Fri Mar 23 04:55:02 +0000 2018,"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!",1.0
Fri Mar 23 04:57:09 +0000 2018,New #bitcoin block 0000000000000000004cdb6d6e08435c5fbb306130c6af2b50ce9815ae2e6f1d mined at height 514764.,1.0
Fri Mar 23 04:57:41 +0000 2018,"""The way to make Bitcoin Cash mainstream is to make it easy for anyone to earn Bitcoin Cash."" @ryanxcharles @YoursOrg @Satoshis_Vision",1.0
Fri Mar 23 04:57:58 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:57:59 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 04:58:19 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:00:02 +0000 2018,"Average Bitcoin market price is: USD 8,419.37, EUR 6,824.96",0.0
Fri Mar 23 05:00:07 +0000 2018,Women don't want a nigga buying them flowers anymore. They want shit like bitcoin or just give them money.,0.0
Fri Mar 23 05:00:10 +0000 2018,"#Bitcoin 24Hour High/Low:
High: $9,402.26
Low: $8,878.77",1.0
Fri Mar 23 05:00:14 +0000 2018,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$29.4M; Support til $8200:$38.7M $BTC $BTCUSD #bitcoin #orderbook #crypto #finance,1.0
Fri Mar 23 05:00:16 +0000 2018,Current price of Bitcoin is $8412.05 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 05:00:27 +0000 2018,#EOS Price is 0.00078324 (-0.00000828) #BTC / 6.59819 (-0.08889) #USD. Market rank is 7. #eos #bitcoin #blockchain,0.0
Fri Mar 23 05:00:28 +0000 2018,#SUB Price is 0.00004597 (-0.00000026) #BTC / 0.386025 (-0.00444) #USD. Market rank is 116. #substratum #bitcoin #blockchain,0.0
Fri Mar 23 05:00:30 +0000 2018,#DASH Price is 0.0476288 (-0.00053370) #BTC / 399.923 (-6.97400) #USD. Market rank is 12. #dash #bitcoin #blockchain,0.0
Fri Mar 23 05:00:31 +0000 2018,#ADA Price is 0.00002272 (-0.00000007) #BTC / 0.190783 (-0.00175) #USD. Market rank is 6. #cardano #bitcoin #blockchain,0.0
Fri Mar 23 05:00:32 +0000 2018,#XEM Price is 0.00003306 (-0.00000018) #BTC / 0.277553 (-0.00318) #USD. Market rank is 13. #nem #bitcoin #blockchain,0.0
Fri Mar 23 05:00:32 +0000 2018,Sshhh dont tell anyone but #Bitcoin is $8412.05 right now. Ok back to sleep zzzzz,1.0
Fri Mar 23 05:01:28 +0000 2018,"@zebpay Next Bitcoin is The Champcoin (TCC)
India's First &amp; No1 CryptoCurrency...",1.0
Fri Mar 23 05:01:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:02:27 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:02:55 +0000 2018,Current price of Bitcoin is $8412.06 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 05:03:48 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:04:44 +0000 2018,@AlanMCole Bitcoin is still in the early adopter phase,1.0
Fri Mar 23 05:04:51 +0000 2018,@yahaya_aminu Ditcoin is  very good currency I love ditcoin my future Bitcoin my dream ditcoin,1.0
Fri Mar 23 05:04:59 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:05:42 +0000 2018,@bethereumteam Betherum coin is very good coin and next bitcoin.,1.0
Fri Mar 23 05:05:47 +0000 2018,"@CNBC Bitcoin, the money of the New World Order!!",1.0
Fri Mar 23 05:06:11 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:07:55 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:09:00 +0000 2018,"Can someone tell me exactly why Bitcoin Gold is valued @ $60, does anyone use this for anything?",1.0
Fri Mar 23 05:11:11 +0000 2018,"@Cylinders_io Great project, impressive level! 
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",1.0
Fri Mar 23 05:11:11 +0000 2018,@zebpay TCC (the champcoin) is best crypto currency i love #tcc #bitcoin #BTC #xrp,1.0
Fri Mar 23 05:11:28 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:11:54 +0000 2018,@emiliakraft My last sugar baby invested my sugar into bitcoin lmao,1.0
Fri Mar 23 05:12:12 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:12:55 +0000 2018,"""You have to be willing to accept some risk in your Bitcoin transactions in order to scale it globally."" - @VinnyLingham @Satoshis_Vision",1.0
Fri Mar 23 05:12:56 +0000 2018,@JohnLoveTheKing Facts and bitcoin LoL,1.0
Fri Mar 23 05:13:05 +0000 2018,I just won free 15 satoshi from WeLoveBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,1.0
Fri Mar 23 05:13:45 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:14:12 +0000 2018,@zerohedge China bitcoin and pedophilia seem to be competing for first to kill the dollar.,1.0
Fri Mar 23 05:15:21 +0000 2018,Whoever invests heavy this year in crypto( into the right coins) is going to be rich as fuck next year. #crypto #bitcoin #zec #bat $xmr $ltc,1.0
Fri Mar 23 05:15:23 +0000 2018,"@SKYFchain 
Register now before its too late, avail the 30% off
#skyfchain #Crowdsale #Bitcoin #Blockchain",0.0
Fri Mar 23 05:15:33 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:15:40 +0000 2018,"@yahaya_aminu Good currency ditcoin Bitcoin is 1 year $1,000 crores now live rate $3 invest now ditcoin better future",1.0
Fri Mar 23 05:15:53 +0000 2018,@USATODAY Fortunately we’ve got Bitcoin,1.0
Fri Mar 23 05:15:54 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:16:02 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:18:11 +0000 2018,Coinbase Is In Talks to Buy One of Bitcoin's Best Funded Startups - CoinDesk -,1.0
Fri Mar 23 05:18:54 +0000 2018,"Bitcoin is dead, crypto tweeter are fake and you are all going to be rekt. Enjoy !",0.0
Fri Mar 23 05:18:55 +0000 2018,"#Bitcoin #VisionOfSatoshi conference “while I don’t know what the right block size is, capping it @ 1mb is silly” @VinnyLingham",0.0
Fri Mar 23 05:19:27 +0000 2018,"@Bitcoin Good luck 👍.
Lot of investesrs are thinking Bit will go to 2000$ for sure end of December .can any one can advise the thoughts ?",1.0
Fri Mar 23 05:19:55 +0000 2018,"mEarn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 05:22:46 +0000 2018,@d_crypto0 @Yorkyor30444439 @TheCryptoDog I mean... 6 million bitcoin... lmao don’t worry I know that’s fake af,0.0
